,OS,Country,City,Provider,Gender,DOB,facebook_use,voter_reg,works_in_oil_gas,climate_change_importance,climate_change_worry,climate_change_personal_harm,climate_change_future_gen_harm,county
677,iOS,US,Denver,T-Mobile,female,1988,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Very important,Somewhat worried,A moderate amount,A great deal,Jefferson County
678,iOS,US,Denver,Unknown,male,1978,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A great deal,A great deal,Denver County
679,Android,US,Denver,T-Mobile,female,1977,Every day,Not registered to vote,No,Very important,Very worried,A moderate amount,A great deal,Denver County
680,Android,US,Denver,T-Mobile,female,1976,Every day,Not registered to vote,No,Very important,Somewhat worried,A moderate amount,A great deal,Other
681,iOS,US,Grand Junction,Unknown,male,2001,Once a month,"Registered to vote, registered as Republican ","Yes, both myself and close friends or family members are employed in the oil and gas industry",Very important,Very worried,Only a little,A great deal,Mesa County
682,iOS,US,Denver,Unknown,female,1987,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A great deal,A great deal,Jefferson County
683,iOS,US,Denver,Verizon,male,1989,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A great deal,A great deal,Jefferson County
684,iOS,US,Denver,Unknown,male,1982,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,Only a little,A great deal,Jefferson County
685,Android,US,Denver,Unknown,female,1965,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A moderate amount,A great deal,Adams County
686,Web,US,Denver,Unknown,male,2000,Once a week,Not registered to vote,No,Very important,Somewhat worried,A moderate amount,A great deal,Denver County
687,Android,US,Sterling,Unknown,female,1998,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A moderate amount,A great deal,Jefferson County
688,Web,US,Wray,Unknown,male,1951,I never use Facebook or Instagram,"Registered to vote, registered as Democratic",No,Very important,Very worried,A moderate amount,A great deal,washington
689,iOS,US,Denver,Unknown,female,1993,Every day,Not registered to vote,No,Extremely important,Somewhat worried,A moderate amount,A great deal,Douglas
690,Android,US,Denver,T-Mobile,male,1961,Once a week,Not registered to vote,No,Somewhat important,Somewhat worried,Only a little,A great deal,Douglas County
691,iOS,US,Arvada,T-Mobile,female,1981,Every day,Not registered to vote,No,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Montezuma County
692,Android,US,Arvada,T-Mobile,male,1988,Once a week,Not registered to vote,No,Not at all important,Not at all worried,Not at all,Not at all,Fremont County
693,iOS,US,Arvada,Sprint,male,1968,Once a week,Not registered to vote,No,Somewhat important,Somewhat worried,Only a little,A moderate amount,I live in Nebraska
694,iOS,US,Arvada,Unknown,female,1995,Once a week,"Registered to vote, registered as Republican ",No,Very important,Not very worried,Only a little,A moderate amount,Boulder County
695,Android,US,Arvada,T-Mobile,female,1954,Every day,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,A moderate amount,A great deal,Boulder County
696,Android,US,Arvada,T-Mobile,female,1996,Every day,Not registered to vote,No,Somewhat important,Somewhat worried,Only a little,A moderate amount,Fremont County
697,iOS,US,Arvada,Unknown,female,1976,Once a week,"Registered to vote, registered as Democratic",No,Very important,Very worried,Only a little,A great deal,Jefferson County
698,Android,US,Arvada,Unknown,female,1972,Every day,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,Only a little,A moderate amount,Jefferson County
699,iOS,US,Aurora,Verizon,female,1983,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Very worried,A moderate amount,A great deal,Arapahoe County
700,iOS,US,Aurora,Sprint,male,1963,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A moderate amount,A great deal,Arapahoe County
701,Web,US,Aurora,Unknown,female,1999,Once a week,"Registered to vote, registered as Democratic","Yes, both myself and close friends or family members are employed in the oil and gas industry",Extremely important,Somewhat worried,A moderate amount,A great deal,Denver County
702,iOS,US,Fort Collins,AT&T,female,1958,Every day,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,A moderate amount,A great deal,Larimer County
703,Web,US,Aurora,Unknown,female,1966,Every day,Not registered to vote,No,Very important,Very worried,A moderate amount,A moderate amount,Arapahoe County
704,Web,US,Aurora,Unknown,male,1962,I never use Facebook or Instagram,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,A moderate amount,A great deal,Arapahoe County
705,Android,US,Aurora,T-Mobile,male,1982,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Not at all important,Not at all worried,Not at all,Not at all,Arapahoe County
706,Android,US,Windsor,T-Mobile,female,1975,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,A great deal,A moderate amount,Weld County
707,iOS,US,Eagle,AT&T,male,1968,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A great deal,A great deal,Eagle County
708,Android,US,Englewood,Unknown,female,1971,Every day,Not registered to vote,No,Very important,Somewhat worried,A moderate amount,A great deal,Arapahoe County
709,iOS,US,Greeley,Verizon,female,1991,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, a close friend or family member is employed in the oil and gas industry",Somewhat important,Somewhat worried,Only a little,A moderate amount,Weld County
710,Android,US,Littleton,T-Mobile,female,1987,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Very important,Somewhat worried,A moderate amount,A great deal,Jefferson County
711,Web,US,Unknown,Unknown,male,1978,Less than once a month,Not registered to vote,No,Not at all important,Not at all worried,Not at all,Not at all,i don't live in colorado
712,Android,US,Unknown,Unknown,male,1984,I never use Facebook or Instagram,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A great deal,A great deal,Do not live in Colorado
713,Web,US,Unknown,Unknown,male,1989,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Not too important,Not very worried,Not at all,A great deal,El Paso County
714,iOS,US,Unknown,T-Mobile,male,1980,Every day,"Registered to vote, registered as Republican ",No,Not too important,Not very worried,Not at all,Only a little,El Paso County
715,Android,US,Unknown,Verizon,male,1981,Once a week,Not registered to vote,No,Not at all important,Very worried,Don’t know,Only a little,Delta County
716,iOS,US,Colorado Springs,AT&T,female,1966,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A moderate amount,A great deal,El Paso County
717,iOS,US,Colorado Springs,Unknown,female,1979,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Not very worried,Only a little,A moderate amount,El Paso County
718,Web,US,Colorado Springs,Unknown,female,1955,Once a week,"Registered to vote, registered as Republican ",No,Somewhat important,Somewhat worried,Only a little,A moderate amount,El Paso County
719,iOS,US,Dillon,Unknown,female,1996,Every day,"Registered to vote, registered as Republican ",No,Not too important,Not very worried,Only a little,A moderate amount,Summit County
720,Android,US,Fort Morgan,Verizon,female,1995,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, a close friend or family member is employed in the oil and gas industry",Somewhat important,Somewhat worried,Only a little,A moderate amount,Morgan County
721,Web,US,Denver,Unknown,female,1987,Once a week,Not registered to vote,No,Very important,Somewhat worried,A moderate amount,A great deal,Other
722,Android,US,Denver,Unknown,female,1985,Every day,Not registered to vote,No,Not at all important,Not at all worried,Not at all,Not at all,Denver County
723,Android,US,Denver,Unknown,female,1994,Every day,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,A moderate amount,A moderate amount,Jefferson County
724,Android,US,Denver,Unknown,female,1990,I never use Facebook or Instagram,Not registered to vote,No,Somewhat important,Somewhat worried,Only a little,Don’t know,Knoxville tn
725,Android,US,Denver,Verizon,female,1963,Less than once a month,Not registered to vote,No,Not too important,Not very worried,Don’t know,Don’t know,Adams County
726,Android,US,Denver,T-Mobile,male,1987,Every day,Not registered to vote,"Yes, a close friend or family member is employed in the oil and gas industry",Very important,Somewhat worried,Only a little,A moderate amount,Eagle County
727,Web,US,Denver,Unknown,female,1967,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,A moderate amount,A great deal,Douglas County
728,iOS,US,Denver,Unknown,male,1983,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Not very worried,A moderate amount,A moderate amount,Denver County
729,Unknown,US,Denver,Unknown,male,1985,I never use Facebook or Instagram,I don’t know,Not sure,Not at all important,Somewhat worried,Don’t know,Don’t know,Other
730,Web,US,Denver,Unknown,female,1959,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Not at all important,Not at all worried,Not at all,Don’t know,Jefferson County
731,Android,US,Denver,T-Mobile,male,1954,Every day,"Registered to vote, registered as Republican ",No,Not too important,Not very worried,Only a little,Only a little,Adams County
732,iOS,US,Denver,T-Mobile,female,1970,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,Only a little,A moderate amount,Adams County
733,Android,US,Pueblo,Unknown,male,1988,Every day,Not registered to vote,No,Very important,Somewhat worried,A moderate amount,A moderate amount,Pueblo County
734,Android,US,Denver,Verizon,female,1973,Every day,Not registered to vote,No,Not too important,Not very worried,Don’t know,Don’t know,I live in wyoming
735,Android,US,Denver,AT&T,female,1982,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,Don’t know,A great deal,Denver County
736,Android,US,Denver,T-Mobile,female,1990,Every day,Not registered to vote,Not sure,Somewhat important,Not very worried,Only a little,Only a little,Other
737,iOS,US,Longmont,Unknown,female,1968,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Very important,Very worried,A moderate amount,A great deal,Boulder County
738,Android,US,Palisade,Sprint,female,1971,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Not too important,Not very worried,Only a little,A moderate amount,Mesa County
739,iOS,US,Denver,Unknown,female,1989,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Very worried,A great deal,A great deal,Adams County
740,iOS,US,Denver,AT&T,female,1977,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A great deal,A great deal,Denver County
741,Android,US,Arvada,T-Mobile,male,1976,Every day,"Registered to vote, registered as Republican ","Yes, a close friend or family member is employed in the oil and gas industry",Somewhat important,Somewhat worried,Only a little,A moderate amount,Broomfield County
742,Android,US,Aurora,T-Mobile,female,1972,Every day,"Registered to vote, registered as Republican ",No,Not too important,Not very worried,Don’t know,Don’t know,Arapahoe County
743,Web,US,Aurora,Unknown,female,1953,I never use Facebook or Instagram,Not registered to vote,No,Very important,Very worried,A moderate amount,A great deal,Adams County
744,iOS,US,Aurora,T-Mobile,female,1984,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, a close friend or family member is employed in the oil and gas industry",Somewhat important,Not very worried,Not at all,A moderate amount,Arapahoe County
745,Android,US,Fort Collins,Unknown,male,1981,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A great deal,A moderate amount,Delta County
746,Android,US,Durango,AT&T,female,1979,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,Only a little,A great deal,La Plata County
747,iOS,US,Brighton,Unknown,female,1999,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,A great deal,A great deal,Adams County
748,Android,US,Greeley,Unknown,female,2001,I never use Facebook or Instagram,Not registered to vote,No,Very important,Somewhat worried,Only a little,A great deal,Weld County
749,iOS,US,Greeley,Verizon,female,1986,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,Don’t know,A great deal,Weld County
