,IUCN,IUCN Category,SPEC,Species,COU,Country,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
43,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,DNK,Denmark,NBR,Number,0,Units,,,2.0,,
44,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,DNK,Denmark,NBR,Number,0,Units,,,1.0,,
45,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,DNK,Denmark,NBR,Number,0,Units,,,6.0,,
46,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,,,75.0,,
47,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,,,67.0,,
48,ENDANGERED,Number of endangered species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,,,4.0,,
49,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,,,1.0,,
50,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,,,2.0,,
51,THREATENED,Total number of threatened species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,,,7.0,,
52,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,,,4.0,,
53,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,,,1.0,,
54,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,,,2.0,,
55,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,FRA,France,NBR,Number,0,Units,,,125.0,,
56,ENDANGERED,Number of endangered species,MAMMAL,Mammals,FRA,France,NBR,Number,0,Units,,,4.0,,
57,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,FRA,France,NBR,Number,0,Units,,,3.0,,
58,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,FRA,France,NBR,Number,0,Units,,,10.0,,
59,THREATENED,Total number of threatened species,MAMMAL,Mammals,FRA,France,NBR,Number,0,Units,,,17.0,,
60,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,,,107.0,,
61,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,,,98.0,,
62,ENDANGERED,Number of endangered species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,,,10.0,,
63,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,,,7.0,,
64,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,,,22.0,,
65,THREATENED,Total number of threatened species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,,,39.0,,
66,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,,,10.0,,
67,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,,,7.0,,
68,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,,,22.0,,
69,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,GRC,Greece,NBR,Number,0,Units,,,115.0,,
70,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,GRC,Greece,NBR,Number,0,Units,,,113.0,,
71,ENDANGERED,Number of endangered species,MAMMAL,Mammals,GRC,Greece,NBR,Number,0,Units,,,13.0,,
